,uid,guid,id,height,weight,age,position,jersey,salary,birthDate,headshot,FLName,experience,college,birthPlace,Team,hand
Kyle Guy,s:40~l:46~a:4065730,d169f2614076176786ed2fc481fd4138,4065730,"6' 1""",170 lbs,23,SG,7,0,08/11/97,https://a.espncdn.com/i/headshots/nba/players/full/4065730.png,Kyle Guy,1,Virginia,"Indianapolis, IN",Sacramento Kings,
Tyrese Haliburton,s:40~l:46~a:4396993,c4a0ba924e5060afa6173345255115a7,4396993,"6' 5""",175 lbs,20,PG,0,"$3,831,840",02/29/00,https://a.espncdn.com/i/headshots/nba/players/full/4396993.png,Tyrese Haliburton,0,Iowa State,"Oshkosh, WI",Sacramento Kings,
Buddy Hield,s:40~l:46~a:2990984,2ca1d65c40ac444090348a6c954e876c,2990984,"6' 4""",220 lbs,28,SG,24,"$24,701,834",12/17/92,https://a.espncdn.com/i/headshots/nba/players/full/2990984.png,Buddy Hield,4,Oklahoma,Bahamas,Sacramento Kings,
Richaun Holmes,s:40~l:46~a:2993370,a98f1dec06a1b68a4ea37d59f7f78e62,2993370,"6' 10""",240 lbs,27,PF,22,"$5,005,350",10/15/93,https://a.espncdn.com/i/headshots/nba/players/full/2993370.png,Richaun Holmes,5,Bowling Green,"Lockport, IL",Sacramento Kings,
Justin James,s:40~l:46~a:3914058,e385c21e8e742262292fc21e5d262259,3914058,"6' 6""",190 lbs,23,SG,10,"$1,517,981",01/24/97,https://a.espncdn.com/i/headshots/nba/players/full/3914058.png,Justin James,1,Wyoming,,Sacramento Kings,
DaQuan Jeffries,s:40~l:46~a:3913220,7dd2d924841d8411b7e1359bdbb3f310,3913220,"6' 5""",220 lbs,23,SG,19,"$1,445,697",08/30/97,https://a.espncdn.com/i/headshots/nba/players/full/3913220.png,DaQuan Jeffries,1,Tulsa,"Edmond, OK",Sacramento Kings,
Cory Joseph,s:40~l:46~a:6446,c8370b0d572a40348738f981c19cd657,6446,"6' 3""",200 lbs,29,PG,9,"$12,600,000",08/20/91,https://a.espncdn.com/i/headshots/nba/players/full/6446.png,Cory Joseph,9,Texas,"Toronto, ON",Sacramento Kings,
Chimezie Metu,s:40~l:46~a:3914283,2ec16e8d110592541e1c527dba298b5e,3914283,"6' 9""",225 lbs,23,PF,25,"$1,620,564",03/22/97,https://a.espncdn.com/i/headshots/nba/players/full/3914283.png,Chimezie Metu,2,USC,"Los Angeles, CA",Sacramento Kings,
Jabari Parker,s:40~l:46~a:3056600,5ed9bd98c83f2f8ecf16f243c39fb2f6,3056600,"6' 8""",245 lbs,25,PF,33,"$6,500,000",03/15/95,https://a.espncdn.com/i/headshots/nba/players/full/3056600.png,Jabari Parker,6,Duke,"Chicago, IL",Sacramento Kings,
Hassan Whiteside,s:40~l:46~a:4262,6fb93b5cd64c61b951c33d4442845c3a,4262,"7' 0""",265 lbs,31,C,20,"$1,620,564",06/13/89,https://a.espncdn.com/i/headshots/nba/players/full/4262.png,Hassan Whiteside,8,Marshall,"Gastonia, NC",Sacramento Kings,
Bogdan Bogdanovic,s:40~l:46~a:3037789,db759921c2d428def1eb66f1c0aa708f,3037789,"6' 6""",220 lbs,28,SG,13,"$18,000,000",08/18/92,https://a.espncdn.com/i/headshots/nba/players/full/3037789.png,Bogdan Bogdanovic,3,,,Atlanta Hawks,
Clint Capela,s:40~l:46~a:3102529,795d3c2071389c79aecd02ce8fe56558,3102529,"6' 10""",240 lbs,26,C,15,"$16,000,000",05/18/94,https://a.espncdn.com/i/headshots/nba/players/full/3102529.png,Clint Capela,6,,Switzerland,Atlanta Hawks,
John Collins,s:40~l:46~a:3908845,796e45a0b375dfdfc240b7550add4966,3908845,"6' 9""",235 lbs,23,PF,20,"$4,137,302",09/23/97,https://a.espncdn.com/i/headshots/nba/players/full/3908845.png,John Collins,3,Wake Forest,"Layton, UT",Atlanta Hawks,
Bruno Fernando,s:40~l:46~a:4277952,465ffa1c3052ed98de645faa61798a6d,4277952,"6' 9""",240 lbs,22,PF,24,"$1,517,981",08/15/98,https://a.espncdn.com/i/headshots/nba/players/full/4277952.png,Bruno Fernando,1,Maryland,,Atlanta Hawks,
Danilo Gallinari,s:40~l:46~a:3428,fe07bfed3cf351431057d0b211220b4c,3428,"6' 10""",233 lbs,32,PF,8,"$19,500,000",08/08/88,https://a.espncdn.com/i/headshots/nba/players/full/3428.png,Danilo Gallinari,11,,Italy,Atlanta Hawks,
Brandon Goodwin,s:40~l:46~a:3057198,4ecb729aebab9e028970f52f3007f4a0,3057198,"6' 0""",180 lbs,25,PG,0,"$1,701,593",10/02/95,https://a.espncdn.com/i/headshots/nba/players/full/3057198.png,Brandon Goodwin,2,Florida Gulf Coast,"Columbia, SC",Atlanta Hawks,
Solomon Hill,s:40~l:46~a:2488958,150bbb02738c01b0bcd062b6a052c4e3,2488958,"6' 6""",226 lbs,29,SF,18,"$1,620,564",03/18/91,https://a.espncdn.com/i/headshots/nba/players/full/2488958.png,Solomon Hill,7,Arizona,"Los Angeles, CA",Atlanta Hawks,
Kevin Huerter,s:40~l:46~a:4066372,96dd28ae3e67340195f596693f737892,4066372,"6' 7""",190 lbs,22,SG,3,"$2,761,920",08/27/98,https://a.espncdn.com/i/headshots/nba/players/full/4066372.png,Kevin Huerter,2,Maryland,"Albany, NY",Atlanta Hawks,B
Nathan Knight,s:40~l:46~a:4067325,7de19d87e408e3c2858423a2e06e5ca4,4067325,"6' 10""",253 lbs,23,PF,1,0,09/20/97,https://a.espncdn.com/i/headshots/nba/players/full/4067325.png,Nathan Knight,0,William & Mary,"Oahu, HI",Atlanta Hawks,L
Skylar Mays,s:40~l:46~a:4066269,86e2273a2ed08f8852ff5cdc0d26896b,4066269,"6' 4""",205 lbs,23,SG,4,0,09/05/97,https://a.espncdn.com/i/headshots/nba/players/full/4066269.png,Skylar Mays,0,LSU,"Baton Rouge, LA",Atlanta Hawks,
Onyeka Okongwu,s:40~l:46~a:4431680,08149ba6-a2b3-3f01-a031-f631824a3ef1,4431680,"6' 9""",245 lbs,20,PF,17,"$5,813,640",12/11/00,https://a.espncdn.com/i/headshots/nba/players/full/4431680.png,Onyeka Okongwu,0,USC,"Los Angeles, CA",Atlanta Hawks,
Cam Reddish,s:40~l:46~a:4395627,e03c77d2fb3ee0fbc227ee9a35aa1aa9,4395627,"6' 8""",218 lbs,21,SF,22,"$4,458,000",09/01/99,https://a.espncdn.com/i/headshots/nba/players/full/4395627.png,Cam Reddish,1,Duke,"Norristown, PA",Atlanta Hawks,
Rajon Rondo,s:40~l:46~a:3026,42b2f3db1c21dcb5f3584c91d74b4ffd,3026,"6' 1""",180 lbs,34,PG,7,"$7,500,000",02/22/86,https://a.espncdn.com/i/headshots/nba/players/full/3026.png,Rajon Rondo,14,Kentucky,"Louisville, KY",Atlanta Hawks,
Tony Snell,s:40~l:46~a:2528353,634c1dd6641d4fd96a8a685d8507f32e,2528353,"6' 6""",213 lbs,29,SG,19,"$12,178,571",11/10/91,https://a.espncdn.com/i/headshots/nba/players/full/2528353.png,Tony Snell,7,New Mexico,"Riverside, CA",Atlanta Hawks,
Trae Young,s:40~l:46~a:4277905,5745cf6de0cb758560cd97f7891bbeef,4277905,"6' 1""",180 lbs,22,PG,11,"$6,571,800",09/19/98,https://a.espncdn.com/i/headshots/nba/players/full/4277905.png,Trae Young,2,Oklahoma,"Lubbock, TX",Atlanta Hawks,
LaMelo Ball,s:40~l:46~a:4432816,ffef74e7-7cb4-3cb6-8fc3-4f01ac97fd39,4432816,"6' 7""",181 lbs,19,PG,2,"$7,839,960",08/22/01,https://a.espncdn.com/i/headshots/nba/players/full/4432816.png,LaMelo Ball,0,,"Chino Hills, CA",Charlotte Hornets,R
Bismack Biyombo,s:40~l:46~a:6427,c0f396246c78a95d368211303cd9545a,6427,"6' 9""",255 lbs,28,C,8,"$3,500,000",08/28/92,https://a.espncdn.com/i/headshots/nba/players/full/6427.png,Bismack Biyombo,9,,Zaire,Charlotte Hornets,
Miles Bridges,s:40~l:46~a:4066383,f288347bfa90b31d965a98e20e1a8294,4066383,"6' 7""",225 lbs,22,SF,0,"$3,934,320",03/21/98,https://a.espncdn.com/i/headshots/nba/players/full/4066383.png,Miles Bridges,2,Michigan State,"Flint, MI",Charlotte Hornets,
Nate Darling,s:40~l:46~a:4067069,bb40b76b377576c7163cb35d8f52d2c5,4067069,"6' 5""",200 lbs,22,SG,30,0,08/30/98,https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png&w=200&h=146,Nate Darling,0,Delaware,,Charlotte Hornets,
Gordon Hayward,s:40~l:46~a:4249,56f675cb8f40a5aaee5f5747ec9099c5,4249,"6' 7""",225 lbs,30,SF,20,"$28,500,000",03/23/90,https://a.espncdn.com/i/headshots/nba/players/full/4249.png,Gordon Hayward,10,Butler,"Indianapolis, IN",Charlotte Hornets,
Caleb Martin,s:40~l:46~a:3138160,c7402e537823fac4b133907d0c303f60,3138160,"6' 7""",205 lbs,25,SF,10,"$1,517,981",09/28/95,https://a.espncdn.com/i/headshots/nba/players/full/3138160.png,Caleb Martin,1,Nevada,"Mocksville, NC",Charlotte Hornets,
Cody Martin,s:40~l:46~a:3138161,28067c7c3d817f8a8924fb5ee35c1f34,3138161,"6' 7""",205 lbs,25,SF,11,"$1,173,310",09/28/95,https://a.espncdn.com/i/headshots/nba/players/full/3138161.png,Cody Martin,1,Nevada,"Mocksville, NC",Charlotte Hornets,
Jalen McDaniels,s:40~l:46~a:4066731,5bb01361102269a57cfae99047f23120,4066731,"6' 10""",205 lbs,22,PF,6,"$1,517,981",01/31/98,https://a.espncdn.com/i/headshots/nba/players/full/4066731.png,Jalen McDaniels,1,San Diego State,"Federal Way, WA",Charlotte Hornets,
Malik Monk,s:40~l:46~a:4066262,919db74b1f214955fa42446e67f7811c,4066262,"6' 3""",200 lbs,22,SG,1,"$5,345,687",02/04/98,https://a.espncdn.com/i/headshots/nba/players/full/4066262.png,Malik Monk,3,Kentucky,"Jonesboro, AR",Charlotte Hornets,L
Nick Richards,s:40~l:46~a:4278076,d88424995c79e6c6deb09eff19d50af9,4278076,"6' 11""",247 lbs,23,C,14,"$1,000,000",11/29/97,https://a.espncdn.com/i/headshots/nba/players/full/4278076.png,Nick Richards,0,Kentucky,Jamaica,Charlotte Hornets,
Grant Riller,s:40~l:46~a:3912295,d632d5c72d6fa51477b247c2d420bdde,3912295,"6' 3""",190 lbs,23,PG,7,0,02/08/97,https://a.espncdn.com/i/headshots/nba/players/full/3912295.png,Grant Riller,0,Charleston,"Orlando, FL",Charlotte Hornets,
Terry Rozier,s:40~l:46~a:3074752,639066f0013b1e669f7558454a8c43f2,3074752,"6' 1""",190 lbs,26,PG,3,"$18,900,000",03/17/94,https://a.espncdn.com/i/headshots/nba/players/full/3074752.png,Terry Rozier,5,Louisville,"Youngstown, OH",Charlotte Hornets,B
Cody Zeller,s:40~l:46~a:2579258,5456b3d07ec621ddc6692f79179b3861,2579258,"7' 0""",240 lbs,28,PF,40,"$15,415,730",10/05/92,https://a.espncdn.com/i/headshots/nba/players/full/2579258.png,Cody Zeller,7,Indiana,"Washington, IN",Charlotte Hornets,
Precious Achiuwa,s:40~l:46~a:4431679,79540e31-b541-3156-9ed2-fea920e18b17,4431679,"6' 8""",235 lbs,21,PF,5,"$2,582,160",09/19/99,https://a.espncdn.com/i/headshots/nba/players/full/4431679.png,Precious Achiuwa,0,Memphis,Nigeria,Miami Heat,
Bam Adebayo,s:40~l:46~a:4066261,38b3edc557ffd3ff9aa22865f7f01a4c,4066261,"6' 9""",255 lbs,23,C,13,"$5,115,492",07/18/97,https://a.espncdn.com/i/headshots/nba/players/full/4066261.png,Bam Adebayo,3,Kentucky,"Newark, NJ",Miami Heat,
Avery Bradley,s:40~l:46~a:4240,e2442d126de660ce5937394b82c1715a,4240,"6' 3""",190 lbs,30,PG,11,"$5,635,000",11/26/90,https://a.espncdn.com/i/headshots/nba/players/full/4240.png,Avery Bradley,10,Texas,"Tacoma, WA",Miami Heat,
Jimmy Butler,s:40~l:46~a:6430,076edf90d1672d1588cba174c984b9e3,6430,"6' 7""",230 lbs,31,SF,22,"$34,379,100",09/14/89,https://a.espncdn.com/i/headshots/nba/players/full/6430.png,Jimmy Butler,9,Marquette,"Houston, TX",Miami Heat,
Goran Dragic,s:40~l:46~a:3423,a9d23f8adbff7d67bd46651615f1f228,3423,"6' 3""",190 lbs,34,PG,7,"$18,000,000",05/06/86,https://a.espncdn.com/i/headshots/nba/players/full/3423.png,Goran Dragic,12,,Yugoslavia,Miami Heat,
Maurice Harkless,s:40~l:46~a:6591,2c0c03b9aefc9fd80609fd3ae01a4301,6591,"6' 7""",210 lbs,27,SF,8,"$3,623,000",05/11/93,https://a.espncdn.com/i/headshots/nba/players/full/6591.png,Maurice Harkless,8,St. John's,"Queens, NY",Miami Heat,
Udonis Haslem,s:40~l:46~a:2184,cf71b775619741415c2e921ea60d009d,2184,"6' 8""",235 lbs,40,PF,40,"$1,620,564",06/09/80,https://a.espncdn.com/i/headshots/nba/players/full/2184.png,Udonis Haslem,17,Florida,"Miami, FL",Miami Heat,
Tyler Herro,s:40~l:46~a:4395725,1417212dee61bc8b40a530dc9db6d72b,4395725,"6' 5""",200 lbs,20,SG,14,"$2,582,160",01/20/00,https://a.espncdn.com/i/headshots/nba/players/full/4395725.png,Tyler Herro,1,Kentucky,"Milwaukee, WI",Miami Heat,
Andre Iguodala,s:40~l:46~a:2386,542c1e9a0229a0d689fc9cd962be10cd,2386,"6' 6""",215 lbs,36,SG,28,"$15,000,000",01/28/84,https://a.espncdn.com/i/headshots/nba/players/full/2386.png,Andre Iguodala,16,Arizona,"Springfield, IL",Miami Heat,
Meyers Leonard,s:40~l:46~a:6605,a8714c30890953702555fc52bd10dc39,6605,"7' 0""",260 lbs,28,F,0,"$9,400,000",02/27/92,https://a.espncdn.com/i/headshots/nba/players/full/6605.png,Meyers Leonard,8,Illinois,"Woodbridge, VA",Miami Heat,
Kendrick Nunn,s:40~l:46~a:3056247,1b9cf1568fad5f2e8690c35912d79900,3056247,"6' 2""",190 lbs,25,SG,25,"$1,663,861",08/03/95,https://a.espncdn.com/i/headshots/nba/players/full/3056247.png,Kendrick Nunn,1,Oakland,"Chicago, IL",Miami Heat,
KZ Okpala,s:40~l:46~a:4278521,de8d1ce9cadf50dcab46578058bab192,4278521,"6' 8""",215 lbs,21,SF,4,"$1,517,981",04/28/99,https://a.espncdn.com/i/headshots/nba/players/full/4278521.png,KZ Okpala,1,Stanford,Nigeria,Miami Heat,
Kelly Olynyk,s:40~l:46~a:2489663,9cfc539ec2edba991e28ae92154bf09b,2489663,"6' 11""",240 lbs,29,F,9,"$12,598,243",04/19/91,https://a.espncdn.com/i/headshots/nba/players/full/2489663.png,Kelly Olynyk,7,Gonzaga,"Toronto, ON",Miami Heat,
Duncan Robinson,s:40~l:46~a:3157465,36432468246f8e5e4079cf34dafef796,3157465,"6' 7""",215 lbs,26,F,55,"$1,663,861",04/22/94,https://a.espncdn.com/i/headshots/nba/players/full/3157465.png,Duncan Robinson,2,Michigan,"York, ME",Miami Heat,
Chris Silva,s:40~l:46~a:3923253,94f6384ce3a65444dc546c8499748c81,3923253,"6' 8""",230 lbs,24,PF,30,"$1,517,981",09/19/96,https://a.espncdn.com/i/headshots/nba/players/full/3923253.png,Chris Silva,1,South Carolina,,Miami Heat,
Max Strus,s:40~l:46~a:4065778,ac438cf4ae0c8aec7efca048bfe3df5b,4065778,"6' 5""",220 lbs,24,SG,31,"$898,310",03/28/96,https://a.espncdn.com/i/headshots/nba/players/full/4065778.png,Max Strus,1,DePaul,"Hickory Hills, IL",Miami Heat,
Gabe Vincent,s:40~l:46~a:3137259,82247bd5fd403926f54faf0cc016aa37,3137259,"6' 3""",195 lbs,24,PG,2,0,06/14/96,https://a.espncdn.com/i/headshots/nba/players/full/3137259.png,Gabe Vincent,1,UC Santa Barbara,"Modesto, CA",Miami Heat,R
Cole Anthony,s:40~l:46~a:4432809,390cbbeb9761117469a8831a5b201127,4432809,"6' 3""",190 lbs,20,PG,50,"$3,285,120",05/15/00,https://a.espncdn.com/i/headshots/nba/players/full/4432809.png,Cole Anthony,0,North Carolina,"Portland, OR",Orlando Magic,
Dwayne Bacon,s:40~l:46~a:3907821,a8dd49a2213f4930ffaba75a9dad12eb,3907821,"6' 6""",221 lbs,25,SG,8,"$1,678,854",08/30/95,https://a.espncdn.com/i/headshots/nba/players/full/3907821.png,Dwayne Bacon,3,Florida State,"Lakeland, FL",Orlando Magic,
Mo Bamba,s:40~l:46~a:4277919,74c0d8a89086966f3f7ad48490abc675,4277919,"7' 0""",250 lbs,22,C,5,"$5,969,040",05/12/98,https://a.espncdn.com/i/headshots/nba/players/full/4277919.png,Mo Bamba,2,Texas,"Harlem, NY",Orlando Magic,
Khem Birch,s:40~l:46~a:2578240,43829a29a656034b3ade785ff6d2e87e,2578240,"6' 9""",230 lbs,28,C,24,"$3,000,000",09/28/92,https://a.espncdn.com/i/headshots/nba/players/full/2578240.png,Khem Birch,3,UNLV,Canada,Orlando Magic,
Jordan Bone,s:40~l:46~a:4066212,3decf4dd5dc8950b75f11d9b35533340,4066212,"6' 3""",185 lbs,23,PG,23,0,11/05/97,https://a.espncdn.com/i/headshots/nba/players/full/4066212.png,Jordan Bone,1,Tennessee,"Nashville, TN",Orlando Magic,
Gary Clark,s:40~l:46~a:3132042,86545aa9f7c6f0ae4e0b5a62f0a28d0c,3132042,"6' 6""",225 lbs,26,PF,12,"$2,000,000",11/16/94,https://a.espncdn.com/i/headshots/nba/players/full/3132042.png,Gary Clark,2,Cincinnati,"Smithfield, NC",Orlando Magic,
Evan Fournier,s:40~l:46~a:6588,a05eed81df72d0ff0ec6f00da4b7757b,6588,"6' 7""",205 lbs,28,SG,10,"$17,150,000",10/29/92,https://a.espncdn.com/i/headshots/nba/players/full/6588.png,Evan Fournier,8,,France,Orlando Magic,
Markelle Fultz,s:40~l:46~a:4066636,3d85554f4ead77c64d9e8fe5ce01a40a,4066636,"6' 4""",209 lbs,22,PG,20,"$12,288,697",05/29/98,https://a.espncdn.com/i/headshots/nba/players/full/4066636.png,Markelle Fultz,3,Washington,"Upper Marlboro, MD",Orlando Magic,
Aaron Gordon,s:40~l:46~a:3064290,d6c22a9ffbe31566e175c86137d057a5,3064290,"6' 9""",235 lbs,25,PF,00,"$18,136,364",09/16/95,https://a.espncdn.com/i/headshots/nba/players/full/3064290.png,Aaron Gordon,6,Arizona,"San Jose, CA",Orlando Magic,
Jonathan Isaac,s:40~l:46~a:4065654,99d3b132e33a2cc78cf9236b06d7c625,4065654,"6' 10""",230 lbs,23,PF,1,"$7,362,566",10/03/97,https://a.espncdn.com/i/headshots/nba/players/full/4065654.png,Jonathan Isaac,3,Florida State,"Bronx, NY",Orlando Magic,L
Karim Mane,s:40~l:46~a:4432528,c730ae1d-9cd5-3e69-b2b0-ddb9a16d0fae,4432528,"6' 5""",185 lbs,20,SG,4,0,05/16/00,https://a.espncdn.com/i/headshots/nba/players/full/4432528.png,Karim Mane,0,,Senegal,Orlando Magic,
Chuma Okeke,s:40~l:46~a:4278052,fdfabfe7d165a2c4135b34fd9bcc9545,4278052,"6' 8""",230 lbs,22,PF,3,"$3,121,080",08/18/98,https://a.espncdn.com/i/headshots/nba/players/full/4278052.png,Chuma Okeke,0,Auburn,"Atlanta, GA",Orlando Magic,B
Terrence Ross,s:40~l:46~a:6619,528d204e3905fdf2aa6facbf45947309,6619,"6' 7""",206 lbs,29,SG,31,"$13,500,000",02/05/91,https://a.espncdn.com/i/headshots/nba/players/full/6619.png,Terrence Ross,8,Washington,"Portland, OR",Orlando Magic,
Nikola Vucevic,s:40~l:46~a:6478,2c9b229fcbd58e0bcf3a236f74f23867,6478,"7' 0""",260 lbs,30,C,9,"$26,000,000",10/24/90,https://a.espncdn.com/i/headshots/nba/players/full/6478.png,Nikola Vucevic,9,USC,Switzerland,Orlando Magic,
Deni Avdija,s:40~l:46~a:4683021,c025f56a-78ee-3e47-be5a-f962c1b58ffb,4683021,"6' 9""",210 lbs,19,SF,9,"$4,469,160",01/03/01,https://a.espncdn.com/i/headshots/nba/players/full/4683021.png,Deni Avdija,0,,Israel,Washington Wizards,
Bradley Beal,s:40~l:46~a:6580,fb35d5ac5ddec5ee98f3c348c244c0ae,6580,"6' 3""",207 lbs,27,SG,3,"$28,751,775",06/28/93,https://a.espncdn.com/i/headshots/nba/players/full/6580.png,Bradley Beal,8,Florida,,Washington Wizards,B
Davis Bertans,s:40~l:46~a:6426,bbe50a531f763f8b66e122c077b6dfba,6426,"6' 10""",225 lbs,28,SF,42,"$15,000,000",11/12/92,https://a.espncdn.com/i/headshots/nba/players/full/6426.png,Davis Bertans,4,,Latvia,Washington Wizards,
Isaac Bonga,s:40~l:46~a:4348697,6d77fefbb742a1ad19448f66a56120bb,4348697,"6' 8""",180 lbs,21,SF,17,"$1,663,861",11/08/99,https://a.espncdn.com/i/headshots/nba/players/full/4348697.png,Isaac Bonga,2,,Germany,Washington Wizards,
Thomas Bryant,s:40~l:46~a:3934723,4b399440a23de7d3e7b3f2db19e9bb2b,3934723,"6' 10""",248 lbs,23,C,13,"$8,333,333",07/31/97,https://a.espncdn.com/i/headshots/nba/players/full/3934723.png,Thomas Bryant,3,Indiana,"Rochester, NY",Washington Wizards,
Anthony Gill,s:40~l:46~a:2581184,3199633672872ae074e4bd8839a5ae01,2581184,"6' 8""",230 lbs,28,PF,16,"$898,310",10/17/92,https://a.espncdn.com/i/headshots/nba/players/full/2581184.png,Anthony Gill,0,Virginia,"High Point, NC",Washington Wizards,
Rui Hachimura,s:40~l:46~a:4066648,40c1bcf6675bf217f97c1d628073f927,4066648,"6' 8""",230 lbs,22,PF,8,"$4,692,840",02/08/98,https://a.espncdn.com/i/headshots/nba/players/full/4066648.png,Rui Hachimura,1,Gonzaga,Japan,Washington Wizards,
Robin Lopez,s:40~l:46~a:3447,e42d29743d0f4d62b872ce6f536f237a,3447,"7' 0""",281 lbs,32,C,42,"$7,300,000",04/01/88,https://a.espncdn.com/i/headshots/nba/players/full/3447.png,Robin Lopez,12,Stanford,"North Hollywood, CA",Washington Wizards,
Garrison Mathews,s:40~l:46~a:3913180,fdeab1798e3a6206a336412ef2916015,3913180,"6' 7""",204 lbs,24,SG,24,0,10/24/96,https://a.espncdn.com/i/headshots/nba/players/full/3913180.png,Garrison Mathews,1,Lipscomb,"Franklin, TN",Washington Wizards,
Raul Neto,s:40~l:46~a:2968361,a8463c665dc5f3c3f84682a998120b9f,2968361,"6' 1""",180 lbs,28,PG,19,"$1,620,564",05/19/92,https://a.espncdn.com/i/headshots/nba/players/full/2968361.png,Raul Neto,5,,Brazil,Washington Wizards,
Anzejs Pasecniks,s:40~l:46~a:3893059,d9e626432521e1da7eee4c1a94a8c9b7,3893059,"7' 2""",229 lbs,25,C,18,"$1,517,981",12/20/95,https://a.espncdn.com/i/headshots/nba/players/full/3893059.png,Anzejs Pasecniks,1,,Latvia,Washington Wizards,
Jerome Robinson,s:40~l:46~a:3943606,6fd43d2575318ff1667094c84ec78f3c,3943606,"6' 4""",190 lbs,23,SG,12,"$3,737,520",02/22/97,https://a.espncdn.com/i/headshots/nba/players/full/3943606.png,Jerome Robinson,2,Boston College,"Raleigh, NC",Washington Wizards,
Ish Smith,s:40~l:46~a:4305,70ccf8eafde224a9199da476354af493,4305,"6' 0""",175 lbs,32,PG,14,"$6,000,000",07/05/88,https://a.espncdn.com/i/headshots/nba/players/full/4305.png,Ish Smith,10,Wake Forest,"Charlotte, NC",Washington Wizards,
Moritz Wagner,s:40~l:46~a:3150844,77dabd3ef33570aab04be579fc0efec4,3150844,"6' 11""",245 lbs,23,C,21,"$2,161,920",04/26/97,https://a.espncdn.com/i/headshots/nba/players/full/3150844.png,Moritz Wagner,2,Michigan,Germany,Washington Wizards,
Russell Westbrook,s:40~l:46~a:3468,e849e50fb1b742561de2ca49862e218d,3468,"6' 3""",200 lbs,32,PG,4,"$41,358,814",11/12/88,https://a.espncdn.com/i/headshots/nba/players/full/3468.png,Russell Westbrook,12,UCLA,"Long Beach, CA",Washington Wizards,
Cassius Winston,s:40~l:46~a:4066382,52c4601878ba63084df2ef678f1aef77,4066382,"6' 1""",185 lbs,22,PG,5,0,02/28/98,https://a.espncdn.com/i/headshots/nba/players/full/4066382.png,Cassius Winston,0,Michigan State,"Detroit, MI",Washington Wizards,
Tyler Bey,s:40~l:46~a:4278502,132b7f2e91a0f9d5494a13599dec3b28,4278502,"6' 7""",216 lbs,22,SG,2,0,02/10/98,https://a.espncdn.com/i/headshots/nba/players/full/4278502.png,Tyler Bey,0,Colorado,"Las Vegas, NV",Dallas Mavericks,R
Jalen Brunson,s:40~l:46~a:3934672,89519c75cf8a38e71151b6247a2d4535,3934672,"6' 1""",190 lbs,24,PG,13,"$1,663,861",08/31/96,https://a.espncdn.com/i/headshots/nba/players/full/3934672.png,Jalen Brunson,2,Villanova,"New Brunswick, NJ",Dallas Mavericks,
Trey Burke,s:40~l:46~a:2579260,950e4a57b2256e04556f5be67455f748,2579260,"6' 0""",185 lbs,28,PG,3,"$3,000,000",11/12/92,https://a.espncdn.com/i/headshots/nba/players/full/2579260.png,Trey Burke,7,Michigan,"Columbus, OH",Dallas Mavericks,B
Luka Doncic,s:40~l:46~a:3945274,583794eb0f389bbd3e259dd33b7f83b8,3945274,"6' 7""",230 lbs,21,PG,77,"$8,049,360",02/28/99,https://a.espncdn.com/i/headshots/nba/players/full/3945274.png,Luka Doncic,2,,Slovenia,Dallas Mavericks,
Josh Green,s:40~l:46~a:4432811,bdf3dd8e-e191-302c-b644-766185e11053,4432811,"6' 6""",210 lbs,20,SG,8,"$2,816,760",11/16/00,https://a.espncdn.com/i/headshots/nba/players/full/4432811.png,Josh Green,0,Arizona,Australia,Dallas Mavericks,
Nate Hinton,s:40~l:46~a:4396629,b7b8c8515099effa9170a7a9530d2efb,4396629,"6' 5""",210 lbs,21,SG,14,0,06/08/99,https://a.espncdn.com/i/headshots/nba/players/full/4396629.png,Nate Hinton,0,Houston,"Gastonia, NC",Dallas Mavericks,
Wes Iwundu,s:40~l:46~a:3074797,16bc361299eb79d171b3be73ac5b42df,3074797,"6' 7""",195 lbs,26,SF,25,"$1,678,854",12/20/94,https://a.espncdn.com/i/headshots/nba/players/full/3074797.png,Wes Iwundu,3,Kansas State,"Houston, TX",Dallas Mavericks,
James Johnson,s:40~l:46~a:3999,f670d8691536fbd40fb3f09e48429437,3999,"6' 7""",240 lbs,33,PF,16,"$16,047,100",02/20/87,https://a.espncdn.com/i/headshots/nba/players/full/3999.png,James Johnson,11,Wake Forest,"Cheyenne, WY",Dallas Mavericks,
Maxi Kleber,s:40~l:46~a:2960236,d06ad72226ff58651433061e2e6fbb32,2960236,"6' 10""",240 lbs,28,PF,42,"$8,325,000",01/29/92,https://a.espncdn.com/i/headshots/nba/players/full/2960236.png,Maxi Kleber,3,,Germany,Dallas Mavericks,
Boban Marjanovic,s:40~l:46~a:4376,f8a8f558d16ab6698518c00aef5f4847,4376,"7' 4""",290 lbs,32,C,51,"$3,500,000",08/15/88,https://a.espncdn.com/i/headshots/nba/players/full/4376.png,Boban Marjanovic,5,,,Dallas Mavericks,
Dwight Powell,s:40~l:46~a:2531367,c18853c26b2f5060a8708eb770b4b881,2531367,"6' 10""",240 lbs,29,C,7,"$11,080,125",07/20/91,https://a.espncdn.com/i/headshots/nba/players/full/2531367.png,Dwight Powell,6,Stanford,"Toronto, ON",Dallas Mavericks,
